"county","fips","st","pct_report","total_votes","lead","state_name","Donald_Trump","Hillary_Clinton"
"Susquehanna","42115","PA","1.0","19200","Donald Trump","Pennsylvania","13295","5065"
"Brown","39015","OH","1.0","19139","Donald Trump","Ohio","14257","4270"
"Russell","1113","AL","1.0","19136","Hillary Clinton","Alabama","9210","9577"
"Callaway","29027","MO","1.0","19127","Donald Trump","Missouri","13052","4988"
"Muscatine","19139","IA","1.0","19086","Donald Trump","Iowa","9549","8284"
"Lawrence","18093","IN","1.0","19076","Donald Trump","Indiana","14034","4210"
"Monroe","17133","IL","1.0","19074","Donald Trump","Illinois","12614","5522"
"Burnet","48053","TX","1.0","19046","Donald Trump","Texas","14595","3785"
"Steele","27147","MN","1.0","19040","Donald Trump","Minnesota","11198","6239"
"Oconee","13219","GA","1.0","19030","Donald Trump","Georgia","12885","5253"
"Dare","37055","NC","1.0","19009","Donald Trump","North Carolina","11283","7079"
"Jefferson","47089","TN","1.0","18994","Donald Trump","Tennessee","14760","3490"
"Rusk","48401","TX","1.0","18994","Donald Trump","Texas","14675","3935"
"Logan","40083","OK","1.0","18948","Donald Trump","Oklahoma","13613","4239"
"Osage","40113","OK","1.0","18942","Donald Trump","Oklahoma","12559","5593"
"Tooele","49045","UT","0.9388","18905","Donald Trump","Utah","9693","4015"
"Pearl River","28109","MS","1.0","18893","Donald Trump","Mississippi","15530","2919"
"Greene","36039","NY","1.0","18869","Donald Trump","New York","11546","6370"
"Danville city","51590","VA","1.0","18862","Hillary Clinton","Virginia","7306","11051"
"Gordon","13129","GA","1.0","18850","Donald Trump","Georgia","15171","3176"
"Camden","13039","GA","1.0","18825","Donald Trump","Georgia","12287","5914"
"Richmond","37153","NC","1.0","18813","Donald Trump","North Carolina","10199","8290"
"Green","55045","WI","1.0","18791","Hillary Clinton","Wisconsin","8693","9121"
"Jasper","19099","IA","1.0","18776","Donald Trump","Iowa","10556","7108"
"Emmet","26047","MI","1.0","18774","Donald Trump","Michigan","10616","6972"
"Talbot","24041","MD","1.0","18731","Donald Trump","Maryland","10098","7865"
"Dallas","1047","AL","1.0","18730","Hillary Clinton","Alabama","5784","12826"
"Thomas","13275","GA","1.0","18730","Donald Trump","Georgia","11225","7138"
"Des Moines","19057","IA","1.0","18713","Donald Trump","Iowa","9479","8178"
"Crawford","39033","OH","1.0","18702","Donald Trump","Ohio","13265","4518"
"McMinn","47107","TN","1.0","18694","Donald Trump","Tennessee","14673","3507"
"McLeod","27085","MN","1.0","18684","Donald Trump","Minnesota","12155","4978"
"Suwannee","12121","FL","1.0","18675","Donald Trump","Florida","14281","3955"
"Lincoln Parish","22061","LA","1.0","18664","Donald Trump","Louisiana","10761","7102"
"Apache","4001","AZ","1.0","18659","Hillary Clinton","Arizona","5315","12196"
"Wood","48499","TX","1.0","18646","Donald Trump","Texas","15681","2624"
"Botetourt","51023","VA","1.0","18641","Donald Trump","Virginia","13369","4492"
"Washington Parish","22117","LA","1.0","18622","Donald Trump","Louisiana","12552","5690"
"Dickson","47043","TN","1.0","18619","Donald Trump","Tennessee","13213","4718"
"Dale","1045","AL","1.0","18617","Donald Trump","Alabama","13798","4408"
"Jefferson","42065","PA","1.0","18551","Donald Trump","Pennsylvania","14533","3437"
"Elko","32007","NV","1.0","18545","Donald Trump","Nevada","13542","3400"
"Lamar","48277","TX","1.0","18537","Donald Trump","Texas","14546","3579"
"Franklin","17055","IL","1.0","18533","Donald Trump","Illinois","13101","4711"
"Carter","40019","OK","1.0","18533","Donald Trump","Oklahoma","13751","4002"
"Harrison","18061","IN","1.0","18528","Donald Trump","Indiana","12993","4776"
"Tallapoosa","1123","AL","1.0","18504","Donald Trump","Alabama","12967","5271"
"Phelps","29161","MO","1.0","18499","Donald Trump","Missouri","12699","4761"
"Tazewell","51185","VA","1.0","18495","Donald Trump","Virginia","15160","2895"
"Barren","21009","KY","1.0","18483","Donald Trump","Kentucky","13483","4275"
"Delta","26041","MI","1.0","18467","Donald Trump","Michigan","11112","6431"
"Cortland","36023","NY","1.0","18424","Donald Trump","New York","9207","7976"
"Putnam","39137","OH","1.0","18387","Donald Trump","Ohio","14704","2874"
"Kittitas","53037","WA","0.9091","18334","Donald Trump","Washington","9845","7190"
"Warren","28149","MS","1.0","18287","Donald Trump","Mississippi","9420","8518"
"Chilton","1021","AL","1.0","18255","Donald Trump","Alabama","15068","2909"
"Mifflin","42087","PA","1.0","18239","Donald Trump","Pennsylvania","14050","3563"
"Clatsop","41007","OR","1.0","18158","Hillary Clinton","Oregon","7794","8899"
"Latah","16057","ID","1.0","18146","Hillary Clinton","Idaho","7255","8093"
"Webster Parish","22119","LA","1.0","18140","Donald Trump","Louisiana","11538","6259"
"Coryell","48099","TX","1.0","18127","Donald Trump","Texas","12212","5057"
"Chenango","36017","NY","1.0","18113","Donald Trump","New York","11024","5943"
"Clinton","39027","OH","1.0","18100","Donald Trump","Ohio","13466","3943"
"Carlton","27017","MN","1.0","18059","Hillary Clinton","Minnesota","8160","8460"
"Pettis","29159","MO","1.0","18045","Donald Trump","Missouri","12792","4322"
"Alexander","37003","NC","1.0","18011","Donald Trump","North Carolina","13826","3750"
"Marshall","18099","IN","1.0","18008","Donald Trump","Indiana","12286","4798"
"Jackson","37099","NC","1.0","18004","Donald Trump","North Carolina","9706","7564"
"Sioux","19167","IA","1.0","17989","Donald Trump","Iowa","14761","2289"
"Shelby","18145","IN","1.0","17935","Donald Trump","Indiana","12718","4247"
"Campbell","56005","WY","1.0","17935","Donald Trump","Wyoming","15778","1324"
"Nicollet","27103","MN","1.0","17914","Donald Trump","Minnesota","8436","7886"
"Stephens","40137","OK","1.0","17886","Donald Trump","Oklahoma","14166","3084"
"Hoke","37093","NC","1.0","17847","Hillary Clinton","North Carolina","7676","9608"
"Ohio","54069","WV","1.0","17819","Donald Trump","West Virginia","11077","5452"
"Defiance","39039","OH","1.0","17795","Donald Trump","Ohio","11478","5282"
"Warren","51187","VA","1.0","17791","Donald Trump","Virginia","11762","5165"
"Delaware","36025","NY","1.0","17778","Donald Trump","New York","11012","5825"
"Marshall","19127","IA","1.0","17700","Donald Trump","Iowa","9125","7623"
"Harrisonburg city","51660","VA","1.0","17693","Hillary Clinton","Virginia","6232","10100"
"Warren","42123","PA","1.0","17624","Donald Trump","Pennsylvania","12032","4828"
"Champaign","39021","OH","1.0","17597","Donald Trump","Ohio","12314","4488"
"Addison","50001","VT","1.0","17592","Hillary Clinton","Vermont","5297","11217"
"Mower","27099","MN","1.0","17587","Donald Trump","Minnesota","8826","7444"
"San Benito","6069","CA","1.0","17572","Hillary Clinton","California","6471","10050"
"Marion","19125","IA","1.0","17554","Donald Trump","Iowa","10940","5469"
"Morrison","27097","MN","1.0","17534","Donald Trump","Minnesota","12925","3637"
"Jackson","18071","IN","1.0","17532","Donald Trump","Indiana","12857","3843"
"Hancock","28045","MS","1.0","17517","Donald Trump","Mississippi","13720","3320"
"Louisa","51109","VA","1.0","17507","Donald Trump","Virginia","10507","6208"
"Clarion","42031","PA","1.0","17481","Donald Trump","Pennsylvania","12545","4256"
"Lea","35025","NM","1.0","17449","Donald Trump","New Mexico","12306","3877"
"Transylvania","37175","NC","1.0","17440","Donald Trump","North Carolina","10441","6520"
"Montgomery","36057","NY","1.0","17438","Donald Trump","New York","10579","5961"
"Effingham","17049","IL","1.0","17428","Donald Trump","Illinois","13613","3071"
"Howell","29091","MO","1.0","17415","Donald Trump","Missouri","13888","2880"
"Union","42119","PA","1.0","17400","Donald Trump","Pennsylvania","10605","6138"
"Door","55029","WI","1.0","17398","Donald Trump","Wisconsin","8584","8026"
"Yadkin","37197","NC","1.0","17350","Donald Trump","North Carolina","13815","3140"
"Macon","37113","NC","1.0","17336","Donald Trump","North Carolina","12035","4841"
"Tioga","42117","PA","1.0","17334","Donald Trump","Pennsylvania","12928","3642"
"Clinton","17027","IL","1.0","17268","Donald Trump","Illinois","12394","3939"
"Pittsburg","40121","OK","1.0","17250","Donald Trump","Oklahoma","12740","3704"
"Scott","29201","MO","1.0","17244","Donald Trump","Missouri","13168","3574"
"Webster","19187","IA","1.0","17239","Donald Trump","Iowa","10049","6293"
"Butler","29023","MO","1.0","17232","Donald Trump","Missouri","13647","3036"
"Colleton","45029","SC","1.0","17231","Donald Trump","South Carolina","9083","7616"
"Le Flore","40079","OK","1.0","17199","Donald Trump","Oklahoma","13346","3245"
"Nez Perce","16069","ID","1.0","17195","Donald Trump","Idaho","10699","4828"
"Medina","48325","TX","1.0","17187","Donald Trump","Texas","12054","4624"
"Amador","6005","CA","1.0","17186","Donald Trump","California","10239","5904"
"Orange","51137","VA","1.0","17157","Donald Trump","Virginia","10511","5955"
"Mecosta","26107","MI","1.0","17149","Donald Trump","Michigan","10305","5827"
"Chesterfield","45025","SC","1.0","17128","Donald Trump","South Carolina","9576","7125"
"Allegany","36003","NY","1.0","17111","Donald Trump","New York","11712","4473"
"Becker","27005","MN","1.0","17090","Donald Trump","Minnesota","10880","5208"
"Monroe","47123","TN","1.0","17050","Donald Trump","Tennessee","13361","3184"
"Highland","39071","OH","1.0","17048","Donald Trump","Ohio","13005","3436"
"Pasquotank","37139","NC","1.0","16964","Hillary Clinton","North Carolina","8082","8455"
"Halifax","51083","VA","1.0","16946","Donald Trump","Virginia","9698","6890"
"Williams","39171","OH","1.0","16938","Donald Trump","Ohio","11706","4287"
"Noble","18113","IN","1.0","16890","Donald Trump","Indiana","12198","3904"
"Anderson","48001","TX","1.0","16887","Donald Trump","Texas","13165","3358"
"McClain","40087","OK","1.0","16839","Donald Trump","Oklahoma","13151","2893"
"Jefferson","17081","IL","1.0","16818","Donald Trump","Illinois","11681","4408"
"DeKalb","18033","IN","1.0","16816","Donald Trump","Indiana","12054","3941"
"Bonner","16017","ID","1.0","16815","Donald Trump","Idaho","10220","5140"
"Kay","40071","OK","1.0","16795","Donald Trump","Oklahoma","12168","3734"
"Newberry","45071","SC","1.0","16795","Donald Trump","South Carolina","10011","6212"
"Powhatan","51145","VA","1.0","16794","Donald Trump","Virginia","11875","4057"
"Madison","39097","OH","1.0","16754","Donald Trump","Ohio","11319","4662"
"Orleans","36073","NY","1.0","16722","Donald Trump","New York","11582","4327"
"Waller","48473","TX","1.0","16715","Donald Trump","Texas","10525","5744"
"Cherokee","48073","TX","1.0","16701","Donald Trump","Texas","12896","3466"
"Webster","29225","MO","1.0","16690","Donald Trump","Missouri","12829","3173"
"Marshall","21157","KY","1.0","16688","Donald Trump","Kentucky","12322","3672"
"Lawrence","29109","MO","1.0","16674","Donald Trump","Missouri","13084","2898"
"Delta","8029","CO","1.0","16661","Donald Trump","Colorado","11584","4048"
"Chambers","48071","TX","1.0","16661","Donald Trump","Texas","13278","2939"
"Sweetwater","56037","WY","1.0","16661","Donald Trump","Wyoming","12153","3233"
"Vernon Parish","22115","LA","1.0","16633","Donald Trump","Louisiana","13471","2665"
"Bingham","16011","ID","1.0","16625","Donald Trump","Idaho","10907","2924"
"Natchitoches Parish","22069","LA","1.0","16617","Donald Trump","Louisiana","8965","7143"
"Marion","17121","IL","1.0","16600","Donald Trump","Illinois","11677","4231"
"Graves","21083","KY","1.0","16592","Donald Trump","Kentucky","12671","3308"
"Avoyelles Parish","22009","LA","1.0","16581","Donald Trump","Louisiana","11163","5032"
"Washington","23029","ME","1.0","16559","Donald Trump","Maine","9037","6358"
"Box Elder","49003","UT","1.0","16548","Donald Trump","Utah","10324","1814"
"Fremont","56013","WY","1.0","16543","Donald Trump","Wyoming","11167","4200"
"Floyd","21071","KY","1.0","16540","Donald Trump","Kentucky","11993","4015"
"Stone","29209","MO","1.0","16538","Donald Trump","Missouri","13149","2886"
"Branch","26023","MI","1.0","16490","Donald Trump","Michigan","11025","4740"
"Cherokee","40021","OK","1.0","16487","Donald Trump","Oklahoma","9992","5455"
"Gratiot","26057","MI","1.0","16442","Donald Trump","Michigan","9878","5665"
"Stevens","53065","WA","0.6667000000000001","16438","Donald Trump","Washington","11059","4348"
"Union","5139","AR","1.0","16433","Donald Trump","Arkansas","10201","5667"
"Albany","56001","WY","1.0","16420","Donald Trump","Wyoming","7601","6888"
"Harris","13145","GA","1.0","16392","Donald Trump","Georgia","11931","4082"
"Franklin","23007","ME","1.0","16382","Donald Trump","Maine","7900","7001"
"Navarro","48349","TX","1.0","16382","Donald Trump","Texas","11984","3998"
"Franklin","47051","TN","1.0","16363","Donald Trump","Tennessee","11526","4372"
"Bennington","50003","VT","1.0","16345","Hillary Clinton","Vermont","5925","9539"
"Snyder","42109","PA","1.0","16333","Donald Trump","Pennsylvania","11710","3991"
"Bureau","17011","IL","1.0","16303","Donald Trump","Illinois","9264","6010"
"Wyoming","36121","NY","1.0","16280","Donald Trump","New York","11884","3585"
"Greenup","21089","KY","1.0","16273","Donald Trump","Kentucky","11546","4146"
"Silver Bow","30093","MT","1.0","16214","Hillary Clinton","Montana","6252","8545"
"Clark","21049","KY","1.0","16202","Donald Trump","Kentucky","10710","4706"
"Morrow","39117","OH","1.0","16186","Donald Trump","Ohio","11722","3711"
"Guernsey","39059","OH","1.0","16156","Donald Trump","Ohio","11164","4286"
"Oktibbeha","28105","MS","1.0","16151","Hillary Clinton","Mississippi","7671","7851"
"Prince George","51149","VA","1.0","16140","Donald Trump","Virginia","9157","6419"
"Habersham","13137","GA","1.0","16128","Donald Trump","Georgia","13184","2483"
"Brown","46013","SD","1.0","16113","Donald Trump","South Dakota","9613","5452"
"Boone","5009","AR","1.0","16098","Donald Trump","Arkansas","12225","2925"
"Miller","5091","AR","1.0","16090","Donald Trump","Arkansas","11293","4273"
"Liberty","13179","GA","1.0","16082","Hillary Clinton","Georgia","6125","9531"
"Baldwin","13009","GA","1.0","16075","Hillary Clinton","Georgia","7691","7965"
"Summit","8117","CO","1.0","16061","Hillary Clinton","Colorado","5064","9502"
"Calloway","21035","KY","1.0","16045","Donald Trump","Kentucky","10367","4749"
"Iberville Parish","22047","LA","1.0","16043","Hillary Clinton","Louisiana","7320","8324"
"Huntington","18069","IN","1.0","15974","Donald Trump","Indiana","11649","3506"
"Laclede","29105","MO","1.0","15959","Donald Trump","Missouri","12834","2543"
"Freeborn","27047","MN","1.0","15929","Donald Trump","Minnesota","8808","6041"
"Upshur","48459","TX","1.0","15918","Donald Trump","Texas","13198","2378"
"Crittenden","5035","AR","1.0","15894","Hillary Clinton","Arkansas","6953","8368"
"Cooke","48097","TX","1.0","15894","Donald Trump","Texas","13174","2345"
"Lee","19111","IA","1.0","15893","Donald Trump","Iowa","8762","6195"
"Cass","27021","MN","1.0","15885","Donald Trump","Minnesota","9982","4949"
"Huron","26063","MI","1.0","15848","Donald Trump","Michigan","10629","4579"
"Cheatham","47021","TN","1.0","15823","Donald Trump","Tennessee","11295","3877"
"Covington","1039","AL","1.0","15818","Donald Trump","Alabama","13222","2379"
"Lafayette","29107","MO","1.0","15815","Donald Trump","Missouri","10977","4047"
"St. Bernard Parish","22087","LA","1.0","15807","Donald Trump","Louisiana","10232","4957"
"Monroe","28095","MS","1.0","15781","Donald Trump","Mississippi","10107","5485"
"Warren","29219","MO","1.0","15766","Donald Trump","Missouri","11109","3915"
"Accomack","51001","VA","1.0","15755","Donald Trump","Virginia","8582","6737"
"Bladen","37017","NC","1.0","15743","Donald Trump","North Carolina","8511","7021"
"Mayes","40097","OK","1.0","15712","Donald Trump","Oklahoma","11550","3423"
"Elbert","8039","CO","1.0","15689","Donald Trump","Colorado","11536","3056"
"Madison","16065","ID","1.0","15687","Donald Trump","Idaho","8941","1201"
"Delaware","40041","OK","1.0","15680","Donald Trump","Oklahoma","11796","3306"
"Lincoln","31111","NE","1.0","15674","Donald Trump","Nebraska","11992","2878"
"Lawrence","47099","TN","1.0","15658","Donald Trump","Tennessee","12419","2821"
"Pike","28113","MS","1.0","15633","Donald Trump","Mississippi","7748","7636"
"Houghton","26061","MI","1.0","15623","Donald Trump","Michigan","8475","6018"
"Fulton","17057","IL","1.0","15609","Donald Trump","Illinois","8482","6118"
"McKean","42083","PA","1.0","15572","Donald Trump","Pennsylvania","11159","3802"
"Morton","38059","ND","1.0","15547","Donald Trump","North Dakota","11319","3077"
"Whitley","18183","IN","1.0","15535","Donald Trump","Indiana","11357","3379"
"Knox","18083","IN","1.0","15483","Donald Trump","Indiana","11077","3772"
