"year","name","primarykey","rank","citizenship","countrycode","networthusbillion","selfmade","typeofwealth","gender","age","industry","IndustryAggregates","region","north","politicalconnection","founder","generationofinheritance","sector","company","companytype","relationshiptocompany","foundingdate","gdpcurrentus","sourceofwealth","notes","notes2","source","source_2","source_3","source_4","window","column1"
"2014","Charles Johnson","charles johnson","177","United States","USA","7.5","inherited","inherited","male","81","Money Management","Financial","North America","1","","0","inherited from father","mutal funds","Franklin Resources","new","relation","1947","","money management","inherited from father","","http://en.wikipedia.org/wiki/Charles_Bartlett_Johnson","http://www.forbes.com/profile/charles-johnson/","","","charles gates jr","false"
"2014","Charles Koch","charles koch","6","United States","USA","40","inherited","inherited","male","78","Diversified financial","Financial","North America","1","","0","inherited from father","  Oil refining","Koch industries","new","relation","1940","","diversified","inherited from father","","http://www.kochind.com/About_Koch/History_Timeline.aspx","","","","charles johnson","false"
"2001","Charles Munger","charles munger","387","United States","USA","1.3","self-made","executive","male","76","Consumer","Traded Sectors","North America","1","","0","0"," Finance","Berkshire Hathaway","new","vice-chairman","1962","10621800000000","","","","http://en.wikipedia.org/wiki/Charlie_Munger","http://www.forbes.com/lists/2009/10/billionaires-2009-richest-people_Warren-Buffett_C0R3.html","http://www.forbes.com/companies/berkshire-hathaway/","","charles koch","false"
"1996","Charles Schwab","charles schwab","377","United States","USA","1.1","self-made","self-made finance","male","58","Money Management","Financial","North America","1","","1","0","brokerage/banking","Charles Schwab Corporation","new","founder","1971","8100200000000","","","","http://en.wikipedia.org/wiki/Charles_R._Schwab","http://www.forbes.com/profile/charles-schwab/","Founder back to lead Charles Schwab: Broker hopes to be rejuvenated after change at the top Ottawa Citizen July 21, 2004 Wednesday Final Edition","","charles munger","false"
"2014","Charles Simonyi","charles simonyi","1284","United States","USA","1.3","self-made","executive","male","66","Technology-Computer","New Sectors","North America","1","","0","0","software","Microsoft","new","head of Microsoft's application software group","1975","","Microsoft","","","http://en.wikipedia.org/wiki/Charles_Simonyi","http://www.nytimes.com/2002/09/17/business/technology-a-microsoft-pioneer-leaves-to-strike-out-on-his-own.html","","","charles schwab","false"
"2014","Charles Zegar","charles zegar","1284","United States","USA","1.3","self-made","founder non-finance","male","66","Media","Non-Traded Sectors","North America","1","","1","0"," finance","Bloomberg"," new","founder","1981","","Bloomberg LP","","","http://en.wikipedia.org/wiki/Charles_Zegar","http://www.bloomberg.com/company/bloomberg-facts/?utm_source=bloomberg-menu","","","charles simonyi","false"
"1996","Charlotte Colket Weber","charlotte colket weber","369","United States","USA","1.1","inherited","inherited","female","35","Consumer","Traded Sectors","North America","1","","0","Third generation","soup","Campbell Soup","aquired","relation","1869","8100200000000","","3rd generation","","www.forbes.com/profile/charlotte-colket-weber/","","","","charles zegar","false"
"2014","Chase Coleman, III.","chase coleman iii","1092","United States","USA","1.6","self-made","self-made finance","male","38","Hedge funds","Financial","North America","1","","1","0","hedge funds","Tiger Global Management","new","founder","2000","","hedge fund","","","http://www.forbes.com/profile/chase-coleman-iii/","Facebook investor takes stake in Nollywood film distributor The Daily Telegraph (London) April 7, 2012 Saturday","","","charlotte colket weber","false"
"2014","Christopher Burch","christopher burch","1565","United States","USA","1","self-made","founder non-finance","male","60","Consumer","Traded Sectors","North America","1","","1","0","fashion","Tory Burch LLC","new","founder","2004","","fashion","","","http://en.wikipedia.org/wiki/J._Christopher_Burch","http://www.forbes.com/profile/christopher-burch/","http://www.vanityfair.com/news/2007/02/tory-burch-200702","","chase coleman iii","false"
"2014","Christopher Cline","christopher cline","1210","United States","USA","1.4","self-made","privatized and resources","male","56","Mining and metals","Resource Related","North America","1","","1","0","coal","Foresight Reserves","new","founder","1985","","coal","","","http://en.wikipedia.org/wiki/Chris_Cline","http://www.foresight.com/pages/aboutus.html#founderhistory","http://www.forbes.com/sites/christopherhelman/2015/03/16/with-innovative-deal-these-coal-tycoons-aim-to-be-the-last-ones-standing/2/#2285f8666a68","","christopher burch","false"
"2001","Christopher Goldsbury","christopher goldsbury","452","United States","USA","1.1","inherited","inherited","male","58","Consumer","Traded Sectors","North America","1","","0","inherited from father","salsa","Pace Foods","new","relation","1947","10621800000000","","took over wife's family business, bought out her shares after divorce to gain control of the company","","http://www.forbes.com/profile/christopher-goldsbury/","http://en.wikipedia.org/wiki/Pace_Foods","","","christopher cline","false"
"2014","Christy Walton","christy walton","9","United States","USA","36.7","inherited","inherited","female","59","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","spouse or widow"," retail","Walmart"," new","relation","1962","","Wal-Mart","widow","","http://www.forbes.com/profile/christy-walton/","","","","christopher goldsbury","false"
"2001","Clayton Mathile","clayton mathile","292","United States","USA","1.7","self-made","executive","male","60","Consumer","Traded Sectors","North America","1","","0","0","pet food","Iams","new","former CEO","1946","10621800000000","","","","http://en.wikipedia.org/wiki/Clay_Mathile","http://www.forbes.com/profile/clayton-mathile/","http://money.cnn.com/2011/05/23/smallbusiness/Aileron_Clay_Mathile_Iams/","","christy walton","false"
"2014","Clemmie Spangler, Jr.","clemmie spangler jr","764","United States","USA","2.3","inherited","inherited","male","81","Diversified financial","Financial","North America","1","","0","inherited from father","banking","Bank of North Carolina","new","relation","1991","","investments","inherited from father","","http://en.wikipedia.org/wiki/Clemmie_Spangler","http://en.wikipedia.org/wiki/Bank_of_North_Carolina","http://www.bankofnc.com/history.php","","clayton mathile","false"
"1996","Craig McCaw","craig mccaw","317","United States","USA","1.3","self-made","founder non-finance","male","46","Media","Non-Traded Sectors","North America","1","","1","0","cell phones","McCaw Cellular","new","founder","1987","8100200000000","","not only won FCC's lottery for setting up cable companies in early 1980s, also bought up other companies lottery winnings","","http://community.seattletimes.nwsource.com/archive/?date=19930408&slug=1694858","http://community.seattletimes.nwsource.com/archive/?date=20021216&slug=mccaw16m","","","clemmie spangler jr","false"
"1996","Curtis LeRoy Carlson","curtis leroy carlson","376","United States","USA","1.1","self-made","founder non-finance","male","0","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","hospitality","Carlson","new","founder","1938","8100200000000","","","","http://en.wikipedia.org/wiki/Curt_Carlson","MR ROSENBLUTH CHANGES TRAVEL AGENCY TRAINS The Observer April 30, 1995, Sunday","","","craig mccaw","false"
"2014","Dagmar Dolby","dagmar dolby","642","United States","USA","2.7","inherited","inherited","female","72","Technology-Computer","New Sectors","North America","1","","0","spouse or widow","video technology","Dolby Laboratories","new","relation","1965","","Dolby Laboratories","widow","","http://en.wikipedia.org/wiki/Ray_Dolby","Dolby estate's huge college donation; Ray Dolby estate donates $52.6 million to University of Cambridge The San Francisco Chronicle (California) December 4, 2015 Friday","","","curtis leroy carlson","false"
"2014","Dan Friedkin","dan friedkin","687","United States","USA","2.5","inherited","inherited","male","49","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","inherited from father","automobiles","Gulf States Toyota Distributors","new","relation","1969","","Toyota distribution","inherited from father","","http://en.wikipedia.org/wiki/Thomas_H._Friedkin","http://www.forbes.com/profile/dan-friedkin/","","","dagmar dolby","false"
"2014","Dan Snyder","dan snyder","1372","United States","USA","1.2","self-made","founder non-finance","male","49","Other","0","North America","1","","1","0","advertising","Snyder Communications","new","founder","1988","","Washington Redskins","","","http://en.wikipedia.org/wiki/Daniel_Snyder","http://www.forbes.com/profile/dan-snyder/","https://www.washingtonpost.com/sports/a-different-vibe-from-redskins-owner-daniel-snyder/2016/01/14/624813d4-baf8-11e5-99f3-184bc379b12d_story.html","","dan friedkin","false"
"2014","Dan Wilks","dan wilks","1154","United States","USA","1.5","self-made","privatized and resources","male","57","Energy","Resource Related","North America","1","","1","0","natural gas","Frac Tech","new","founder","2002","","natural gas","","","http://www.forbes.com/profile/dan-wilks/","In national politics, big money drowning out everyone else; Billionaire Texan brothers highlight fast-growing power of super PACs The Boston Globe September 13, 2015 Sunday","","","dan snyder","false"
"2001","Daniel Abraham","daniel abraham","272","United States","USA","1.8","self-made","founder non-finance","male","","Consumer","Traded Sectors","North America","1","","1","0","beverages","Slim-Fast","new","founder","1940","10621800000000","","","","","UNILEVER ACQUIRES SLIMFAST The Miami Herald April 13, 2000 Thursday FINAL EDITION","","","dan wilks","false"
"2014","Daniel D'Aniello","daniel d'aniello","520","United States","USA","3.1","self-made","self-made finance","male","67","Private equity/leveraged buyout","Financial","North America","1","","1","0","private equity","Carlyle Group","new","founder","1987","","private equity","","","http://en.wikipedia.org/wiki/Daniel_A._D'Aniello","http://www.forbes.com/profile/daniel-daniello/","Two Carlyle co-founders sell 2% of shares The Washington Post June 3, 2015 Wednesday","","daniel abraham","false"
"2014","Daniel Gilbert","daniel gilbert","408","United States","USA","3.7","self-made","self-made finance","male","52","Money Management","Financial","North America","1","","1","0","real estate","Quicken Loans","new","founder","1985","","Quicken Loans","","","http://en.wikipedia.org/wiki/Dan_Gilbert_(businessman)","http://www.quickenloans.com/press-room/leader/dan-gilbert/","RAWLINGS STOCKHOLDER MAKES CASH BID; DANIEL GILBERT'S OFFER FOLLOWS A STOCK-FOR-STOCK BID BY AN UNIDENTIFIED SUITOR St. Louis Post-Dispatch (Missouri) December 4, 2002 Wednesday Five Star Lift Edition","","daniel d'aniello","false"
"2014","Daniel Harrison, III.","daniel harrison iii","1356","United States","USA","1.3","inherited","inherited","male","66","Energy","Resource Related","North America","1","","0","Third generation","oil and gas","Shell Oil","new","relation","1921","","oil and gas","3rd generation","","http://www.forbes.com/profile/daniel-harrison-iii/","http://02db39d.netsolhost.com/citizens/whoswho/business/history28hof.htm","","","daniel gilbert","false"
